,Full Name,Gender,Age,Use Phone for Class Notes,Buy/Access Books from Phone,Phone's Battery Lasts a Day,Run for Charger When Battery Dies,Worry About Losing Cell Phone,Take Phone to Bathroom,Use Phone in Social Gatherings,Check Phone Without Notification,Check Phone Before Sleep/After Waking Up,Keep Phone Next to While Sleeping,Check Emails/Calls/Texts During Class,Rely on Phone in Awkward Situations,On Phone While Watching TV/Eating,Panic Attack if Phone Left Elsewhere,Use Phone on Date,Phone Use for Playing Games,Live a Day Without Phone,Addicted to Phone,Target
178,John Doe,Male,61,Yes,Yes,No,No,No,No,Yes,Never,No,Yes,No,No,Yes,No,No,2,No,Yes,Maybe addicted
179,Maria Garcia,Male,40,No,No,No,Yes,No,Yes,Yes,Rarely,Yes,Yes,Yes,No,No,No,Yes,2,Yes,Yes,Maybe addicted
180,Jane Smith,Male,47,Yes,No,Yes,No,Yes,Yes,Yes,Often,No,No,No,Yes,No,No,No,2,No,Yes,Adicted
181,Jane Smith,Female,51,Yes,No,No,Yes,Yes,Yes,Yes,Often,No,Yes,Yes,No,No,No,Yes,3,No,Yes,Adicted
182,Emily Martinez,Female,65,No,No,Yes,No,Yes,Yes,Yes,Sometimes,No,Yes,Yes,Yes,Yes,Yes,Yes,1,Yes,Yes,Maybe addicted
183,John Doe,Female,36,No,Yes,Yes,Yes,No,No,No,Often,No,No,Yes,No,Yes,No,No,1,Yes,Yes, NOT Adicted
184,James Lee,Male,38,Yes,Yes,No,No,No,No,No,Sometimes,No,No,No,Yes,No,Yes,No,1,No,No,Adicted
185,Alex Johnson,Female,60,No,Yes,No,Yes,Yes,Yes,No,Never,Yes,Yes,No,Yes,Yes,No,No,4,Yes,Yes,Maybe addicted
186,James Lee,Male,45,Yes,Yes,No,No,No,No,No,Never,Yes,No,Yes,Yes,No,Yes,No,1,No,Yes, NOT Adicted
187,Alex Johnson,Male,47,No,No,No,Yes,No,Yes,No,Sometimes,No,Yes,No,Yes,No,No,Yes,0,Yes,No,Adicted
188,Emily Martinez,Male,26,No,No,No,No,Yes,Yes,No,Never,No,No,Yes,No,No,No,No,5,Yes,No,Adicted
189,Jane Smith,Female,47,Yes,No,Yes,No,No,Yes,No,Rarely,Yes,Yes,Yes,No,Yes,Yes,No,1,Yes,Yes,Adicted
190,Alex Johnson,Female,36,Yes,Yes,No,No,Yes,No,No,Rarely,No,Yes,Yes,Yes,No,No,No,2,Yes,Yes,Maybe addicted
191,Emily Martinez,Male,55,No,No,Yes,Yes,Yes,Yes,No,Rarely,Yes,No,No,No,Yes,Yes,Yes,1,No,No,Adicted
192,John Doe,Male,58,No,Yes,No,Yes,No,Yes,No,Often,Yes,Yes,No,Yes,Yes,Yes,No,3,Yes,Yes,Adicted
193,Alex Johnson,Female,63,Yes,Yes,No,No,No,Yes,No,Sometimes,Yes,Yes,No,No,Yes,Yes,Yes,2,No,Yes, NOT Adicted
194,John Doe,Male,37,Yes,Yes,No,No,Yes,No,Yes,Sometimes,Yes,Yes,Yes,Yes,No,No,Yes,3,Yes,Yes, NOT Adicted
195,Alex Johnson,Male,63,No,Yes,No,No,Yes,No,No,Never,Yes,No,Yes,Yes,No,No,No,2,No,Yes,Adicted
196,James Lee,Female,25,Yes,No,No,Yes,No,No,Yes,Never,Yes,No,No,Yes,No,Yes,No,5,Yes,Yes, NOT Adicted
197,John Doe,Female,57,No,No,No,Yes,No,Yes,No,Rarely,Yes,No,Yes,Yes,No,Yes,Yes,5,Yes,Yes,Adicted
198,James Lee,Female,35,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Never,No,No,Yes,Yes,No,Yes,Yes,1,No,No,Adicted
199,Jane Smith,Male,27,No,No,No,No,Yes,Yes,No,Sometimes,No,Yes,Yes,No,No,No,No,4,No,No, NOT Adicted
200,Jane Smith,Male,37,Yes,No,No,Yes,No,No,No,Never,No,No,Yes,Yes,No,No,Yes,0,Yes,No, NOT Adicted
201,Alex Johnson,Male,44,No,Yes,No,No,No,Yes,No,Never,Yes,Yes,Yes,No,No,Yes,No,3,Yes,Yes, NOT Adicted
202,John Doe,Female,45,No,No,No,Yes,No,No,Yes,Often,Yes,Yes,Yes,Yes,No,No,Yes,4,No,No,Adicted
203,John Doe,Female,27,Yes,Yes,Yes,Yes,Yes,No,No,Rarely,Yes,No,No,Yes,Yes,Yes,Yes,4,No,No,Adicted
204,John Doe,Female,64,Yes,No,No,Yes,No,No,No,Sometimes,Yes,Yes,Yes,Yes,No,No,No,1,Yes,No, NOT Adicted
205,John Doe,Male,24,No,Yes,No,No,No,No,Yes,Often,Yes,Yes,No,Yes,No,Yes,Yes,1,Yes,No,Maybe addicted
206,Emily Martinez,Female,35,No,No,Yes,Yes,No,Yes,Yes,Sometimes,Yes,No,No,Yes,No,No,No,2,Yes,Yes, NOT Adicted
207,Emily Martinez,Male,54,No,No,Yes,Yes,No,Yes,No,Sometimes,No,Yes,No,No,No,No,Yes,0,No,No, NOT Adicted
208,James Lee,Male,32,No,No,Yes,Yes,Yes,No,Yes,Rarely,Yes,No,No,No,Yes,Yes,Yes,4,No,Yes,Maybe addicted
209,John Doe,Male,45,No,Yes,Yes,Yes,No,No,Yes,Rarely,No,No,Yes,Yes,No,Yes,Yes,3,No,No,Maybe addicted
210,James Lee,Male,54,Yes,No,Yes,Yes,No,Yes,Yes,Never,Yes,Yes,Yes,Yes,No,No,No,5,Yes,Yes, NOT Adicted
211,Emily Martinez,Female,59,Yes,Yes,No,No,No,Yes,No,Often,No,No,Yes,Yes,Yes,No,No,1,No,No, NOT Adicted
212,John Doe,Male,60,No,Yes,No,Yes,No,No,No,Sometimes,Yes,Yes,No,Yes,No,No,Yes,0,No,No, NOT Adicted
213,Emily Martinez,Female,61,No,Yes,Yes,No,No,No,No,Often,No,Yes,No,No,No,No,No,4,Yes,No,Adicted
214,Maria Garcia,Female,46,Yes,No,No,Yes,No,Yes,Yes,Rarely,Yes,Yes,Yes,No,No,No,Yes,0,No,No,Maybe addicted
215,John Doe,Male,20,Yes,No,Yes,Yes,No,No,Yes,Often,No,Yes,Yes,No,Yes,Yes,Yes,2,Yes,No,Adicted
216,Jane Smith,Male,52,Yes,Yes,No,No,No,Yes,Yes,Often,Yes,Yes,Yes,No,No,Yes,No,2,Yes,Yes,Adicted
217,Emily Martinez,Female,58,Yes,Yes,No,Yes,Yes,Yes,No,Often,Yes,No,No,No,No,Yes,Yes,2,No,Yes,Adicted
218,Maria Garcia,Male,54,No,No,Yes,Yes,Yes,Yes,Yes,Sometimes,No,Yes,Yes,No,No,No,Yes,0,No,Yes,Maybe addicted
219,James Lee,Male,26,Yes,No,No,No,No,Yes,Yes,Never,No,No,No,Yes,Yes,No,No,1,Yes,Yes,Maybe addicted
220,James Lee,Male,28,Yes,Yes,Yes,No,No,Yes,No,Sometimes,No,Yes,No,Yes,No,Yes,No,4,No,No, NOT Adicted
221,James Lee,Male,45,Yes,No,No,No,No,Yes,Yes,Rarely,No,No,No,Yes,Yes,Yes,No,1,Yes,Yes,Adicted
222,Maria Garcia,Male,24,Yes,No,Yes,Yes,No,No,No,Rarely,No,No,No,No,Yes,No,Yes,5,No,Yes,Maybe addicted
223,Emily Martinez,Female,38,Yes,Yes,Yes,No,No,Yes,Yes,Rarely,No,Yes,Yes,No,Yes,Yes,No,3,Yes,Yes,Adicted
224,Jane Smith,Male,40,No,Yes,No,No,Yes,No,Yes,Rarely,Yes,No,Yes,No,Yes,No,No,4,No,Yes,Maybe addicted
225,John Doe,Female,49,Yes,Yes,Yes,Yes,No,Yes,No,Sometimes,No,No,No,Yes,Yes,Yes,Yes,4,Yes,No,Adicted
226,Jane Smith,Male,50,Yes,No,No,No,No,No,No,Often,Yes,Yes,No,No,No,No,No,1,Yes,Yes, NOT Adicted
227,Maria Garcia,Female,33,Yes,Yes,No,Yes,Yes,No,Yes,Never,Yes,No,No,Yes,Yes,No,No,1,No,No,Adicted
228,Maria Garcia,Female,41,No,No,No,No,Yes,Yes,No,Rarely,Yes,Yes,No,Yes,No,No,Yes,4,No,Yes, NOT Adicted
229,Emily Martinez,Female,38,Yes,Yes,Yes,No,Yes,Yes,No,Often,Yes,Yes,Yes,No,No,No,Yes,1,No,Yes,Adicted
230,Emily Martinez,Male,18,No,No,No,Yes,Yes,No,No,Sometimes,Yes,No,No,No,No,No,No,3,Yes,No,Adicted
231,Maria Garcia,Female,49,Yes,No,No,No,Yes,No,No,Rarely,No,Yes,Yes,No,No,No,No,5,No,Yes,Maybe addicted
232,Maria Garcia,Female,52,Yes,No,No,Yes,No,Yes,No,Never,Yes,Yes,No,Yes,Yes,Yes,No,0,Yes,No,Maybe addicted
233,John Doe,Female,61,Yes,Yes,No,No,No,No,Yes,Rarely,Yes,Yes,Yes,No,Yes,Yes,No,2,Yes,No,Adicted
234,Maria Garcia,Male,31,Yes,No,Yes,No,No,Yes,Yes,Rarely,Yes,Yes,Yes,No,Yes,No,No,2,No,No,Maybe addicted
235,Emily Martinez,Female,51,Yes,No,No,No,Yes,Yes,No,Never,No,No,Yes,Yes,Yes,Yes,Yes,2,Yes,Yes, NOT Adicted
236,Alex Johnson,Female,53,No,Yes,No,Yes,Yes,No,Yes,Never,No,Yes,Yes,Yes,No,No,No,5,Yes,No,Maybe addicted
237,Emily Martinez,Female,51,No,No,Yes,Yes,No,No,No,Sometimes,No,Yes,Yes,No,Yes,No,No,5,Yes,Yes, NOT Adicted
238,Emily Martinez,Male,50,Yes,No,Yes,Yes,No,No,No,Rarely,Yes,Yes,No,No,Yes,No,No,0,No,No,Adicted
239,Emily Martinez,Female,24,No,Yes,Yes,No,Yes,No,No,Sometimes,No,No,Yes,No,No,No,Yes,3,No,No,Maybe addicted
240,Maria Garcia,Male,28,No,Yes,Yes,Yes,No,Yes,Yes,Often,Yes,Yes,Yes,Yes,No,Yes,Yes,1,No,Yes,Adicted
241,Alex Johnson,Male,61,No,Yes,Yes,Yes,Yes,Yes,Yes,Often,Yes,Yes,Yes,No,No,Yes,No,5,No,Yes,Maybe addicted
242,Jane Smith,Female,28,No,Yes,Yes,Yes,No,No,No,Often,Yes,Yes,No,Yes,Yes,No,Yes,1,Yes,No,Adicted
243,Jane Smith,Male,54,No,No,No,No,Yes,No,Yes,Rarely,No,No,No,Yes,Yes,Yes,No,3,Yes,No, NOT Adicted
244,Alex Johnson,Male,20,Yes,No,No,Yes,No,No,Yes,Sometimes,Yes,No,Yes,Yes,Yes,Yes,Yes,2,Yes,No,Maybe addicted
245,Jane Smith,Male,46,No,No,Yes,Yes,Yes,Yes,No,Sometimes,Yes,No,No,No,Yes,Yes,Yes,5,Yes,Yes,Maybe addicted
246,John Doe,Male,27,No,No,Yes,Yes,Yes,Yes,Yes,Sometimes,Yes,No,Yes,No,No,Yes,No,3,Yes,Yes,Maybe addicted
247,James Lee,Male,55,Yes,No,No,Yes,Yes,No,Yes,Never,Yes,No,No,Yes,No,Yes,No,1,Yes,No,Maybe addicted
248,James Lee,Female,37,Yes,Yes,Yes,No,Yes,Yes,No,Rarely,No,No,Yes,No,No,Yes,Yes,4,Yes,No,Adicted
249,John Doe,Male,34,No,Yes,Yes,Yes,Yes,Yes,No,Rarely,No,Yes,No,No,No,Yes,Yes,2,No,No,Adicted
250,Jane Smith,Female,21,Yes,No,Yes,No,Yes,Yes,No,Rarely,Yes,Yes,Yes,Yes,No,Yes,Yes,4,No,No, NOT Adicted
251,James Lee,Male,50,No,Yes,No,No,Yes,No,No,Rarely,Yes,No,No,No,No,No,No,0,Yes,No,Adicted
252,Jane Smith,Male,35,No,No,No,No,Yes,No,No,Often,Yes,No,No,Yes,Yes,Yes,Yes,5,Yes,No, NOT Adicted
253,James Lee,Male,23,No,No,No,No,Yes,No,No,Rarely,No,Yes,Yes,Yes,No,Yes,Yes,4,Yes,Yes,Maybe addicted
254,Maria Garcia,Female,44,No,Yes,No,No,Yes,No,Yes,Sometimes,Yes,No,No,No,Yes,No,No,4,Yes,No,Adicted
255,James Lee,Female,34,Yes,Yes,No,Yes,No,No,Yes,Rarely,Yes,Yes,Yes,Yes,No,Yes,No,2,Yes,No,Adicted
256,James Lee,Male,61,No,No,No,No,No,Yes,Yes,Often,Yes,Yes,Yes,Yes,No,Yes,Yes,4,No,Yes, NOT Adicted
257,James Lee,Female,53,Yes,No,Yes,Yes,Yes,Yes,Yes,Rarely,No,No,No,No,Yes,No,Yes,1,No,No,Adicted
258,Jane Smith,Female,42,No,Yes,No,No,No,Yes,No,Never,No,No,Yes,Yes,No,Yes,No,4,Yes,No, NOT Adicted
259,Jane Smith,Male,18,No,Yes,Yes,Yes,No,No,Yes,Rarely,No,Yes,No,No,No,Yes,Yes,1,No,No,Maybe addicted
260,James Lee,Male,54,Yes,No,No,Yes,Yes,No,Yes,Rarely,No,No,Yes,No,No,Yes,Yes,1,Yes,No,Maybe addicted
261,Jane Smith,Male,40,No,Yes,Yes,Yes,Yes,No,No,Sometimes,No,No,No,Yes,No,No,No,1,Yes,No,Maybe addicted
262,Emily Martinez,Female,38,Yes,Yes,Yes,Yes,No,Yes,Yes,Never,Yes,No,Yes,Yes,Yes,Yes,Yes,4,Yes,No,Maybe addicted
263,Alex Johnson,Female,54,No,No,Yes,No,No,Yes,No,Rarely,No,No,Yes,Yes,Yes,Yes,No,1,Yes,Yes, NOT Adicted
264,Emily Martinez,Female,45,No,No,No,No,Yes,Yes,No,Rarely,No,No,Yes,Yes,Yes,Yes,No,4,Yes,Yes,Maybe addicted
265,Alex Johnson,Male,59,No,Yes,Yes,Yes,No,No,Yes,Often,No,No,No,No,No,No,No,5,Yes,Yes, NOT Adicted
266,Jane Smith,Female,22,Yes,Yes,Yes,No,No,Yes,No,Never,Yes,No,Yes,Yes,No,No,No,4,Yes,Yes,Adicted
267,James Lee,Female,62,Yes,Yes,Yes,No,Yes,Yes,Yes,Sometimes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,Yes,Yes,Maybe addicted
268,James Lee,Female,23,No,Yes,No,No,Yes,No,Yes,Often,Yes,No,No,Yes,Yes,Yes,No,2,No,Yes,Maybe addicted
269,Maria Garcia,Male,59,Yes,Yes,Yes,No,Yes,No,No,Sometimes,Yes,Yes,Yes,No,Yes,Yes,No,4,Yes,Yes, NOT Adicted
270,Alex Johnson,Male,34,No,No,Yes,No,Yes,No,No,Never,No,No,No,Yes,Yes,No,Yes,0,Yes,Yes,Maybe addicted
271,John Doe,Male,63,Yes,No,No,No,No,No,No,Sometimes,Yes,Yes,Yes,No,Yes,No,Yes,0,No,No, NOT Adicted
272,Jane Smith,Male,36,Yes,Yes,Yes,No,Yes,Yes,Yes,Often,Yes,Yes,Yes,Yes,No,No,Yes,3,Yes,Yes, NOT Adicted
273,James Lee,Male,32,Yes,Yes,No,No,No,Yes,No,Rarely,Yes,Yes,Yes,Yes,No,Yes,Yes,4,Yes,No,Adicted
274,Alex Johnson,Female,46,No,Yes,No,No,No,No,No,Sometimes,No,Yes,No,No,Yes,Yes,No,5,Yes,Yes, NOT Adicted
275,John Doe,Male,63,No,No,Yes,Yes,No,No,Yes,Often,No,No,No,No,No,No,No,4,Yes,Yes,Adicted
276,Jane Smith,Male,38,No,No,No,Yes,No,Yes,No,Never,No,No,No,Yes,Yes,No,Yes,5,No,No,Adicted
277,James Lee,Male,37,No,No,No,Yes,No,Yes,No,Sometimes,Yes,No,Yes,No,No,No,No,5,No,Yes,Maybe addicted
278,John Doe,Male,57,No,Yes,No,No,Yes,No,No,Rarely,No,Yes,No,No,Yes,No,No,5,No,No,Adicted
279,James Lee,Female,32,Yes,Yes,No,No,Yes,No,Yes,Rarely,Yes,Yes,Yes,No,No,Yes,No,5,Yes,No,Adicted
280,Jane Smith,Male,39,Yes,Yes,No,No,No,No,No,Rarely,Yes,Yes,Yes,Yes,No,No,Yes,4,No,Yes, NOT Adicted
281,Maria Garcia,Male,41,No,No,No,Yes,No,Yes,Yes,Rarely,No,No,No,No,Yes,Yes,Yes,1,No,Yes, NOT Adicted
282,Alex Johnson,Male,26,Yes,No,No,No,No,No,Yes,Often,No,Yes,Yes,No,No,Yes,No,5,No,Yes,Adicted
283,Emily Martinez,Female,32,No,Yes,No,No,Yes,No,No,Rarely,No,No,No,No,No,Yes,Yes,0,Yes,Yes, NOT Adicted
284,Maria Garcia,Male,55,No,Yes,Yes,Yes,No,No,Yes,Rarely,Yes,Yes,No,No,Yes,Yes,No,1,No,Yes, NOT Adicted
285,Alex Johnson,Male,62,Yes,No,No,No,Yes,Yes,No,Never,Yes,No,No,Yes,No,No,No,2,No,Yes,Maybe addicted
286,Jane Smith,Female,48,Yes,Yes,Yes,Yes,Yes,No,No,Sometimes,No,Yes,Yes,Yes,No,No,No,5,Yes,No,Maybe addicted
287,Alex Johnson,Female,44,No,No,No,Yes,Yes,No,No,Sometimes,Yes,Yes,Yes,No,No,No,Yes,2,Yes,Yes,Adicted
288,James Lee,Female,51,Yes,No,No,No,Yes,Yes,No,Sometimes,Yes,No,Yes,Yes,Yes,Yes,Yes,0,Yes,No,Adicted
289,Jane Smith,Female,63,No,Yes,Yes,Yes,No,No,Yes,Often,No,No,Yes,No,Yes,Yes,Yes,2,Yes,No,Maybe addicted
290,James Lee,Female,60,No,No,Yes,No,No,No,Yes,Never,Yes,Yes,No,Yes,No,No,No,3,No,Yes,Adicted
291,Emily Martinez,Female,29,No,Yes,Yes,Yes,Yes,Yes,No,Never,No,Yes,Yes,Yes,Yes,Yes,Yes,3,Yes,No,Adicted
292,Jane Smith,Female,54,Yes,Yes,No,Yes,No,No,Yes,Sometimes,Yes,No,No,Yes,No,Yes,No,3,Yes,No,Adicted
293,John Doe,Male,52,No,Yes,Yes,Yes,Yes,Yes,Yes,Never,No,Yes,Yes,No,Yes,Yes,Yes,3,No,No,Maybe addicted
294,Emily Martinez,Female,37,No,No,Yes,Yes,Yes,No,Yes,Never,No,Yes,Yes,Yes,No,No,Yes,2,Yes,No,Adicted
295,John Doe,Male,53,Yes,No,No,No,Yes,Yes,Yes,Never,Yes,Yes,Yes,No,Yes,Yes,Yes,5,No,Yes,Maybe addicted
296,Maria Garcia,Male,34,No,Yes,No,No,Yes,No,Yes,Sometimes,No,No,No,Yes,Yes,Yes,Yes,0,No,No,Adicted
297,Alex Johnson,Male,39,No,No,Yes,Yes,No,Yes,No,Never,Yes,No,Yes,Yes,Yes,Yes,No,4,Yes,Yes,Maybe addicted
298,Maria Garcia,Female,29,Yes,Yes,Yes,Yes,No,Yes,Yes,Sometimes,No,No,No,Yes,No,No,Yes,5,No,No,Adicted
299,John Doe,Male,43,No,Yes,No,No,Yes,Yes,Yes,Sometimes,No,No,No,Yes,Yes,No,Yes,5,Yes,Yes,Adicted
300,Alex Johnson,Female,48,No,Yes,Yes,Yes,No,Yes,Yes,Often,No,Yes,Yes,No,No,No,Yes,5,No,No,Maybe addicted
301,Alex Johnson,Female,40,No,Yes,No,No,Yes,Yes,Yes,Rarely,No,Yes,No,No,No,Yes,Yes,1,No,Yes,Maybe addicted
302,James Lee,Female,19,No,Yes,No,No,No,Yes,Yes,Rarely,Yes,Yes,No,Yes,No,No,Yes,3,No,No,Maybe addicted
303,Emily Martinez,Female,43,No,Yes,Yes,No,Yes,No,No,Sometimes,No,Yes,No,Yes,Yes,Yes,No,2,Yes,No, NOT Adicted
304,Jane Smith,Female,48,Yes,Yes,No,Yes,No,Yes,Yes,Rarely,No,No,Yes,Yes,No,Yes,No,5,No,No,Adicted
305,John Doe,Male,32,No,Yes,Yes,No,Yes,No,Yes,Never,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,No,Yes, NOT Adicted
306,Emily Martinez,Female,63,Yes,Yes,No,Yes,Yes,No,Yes,Often,No,Yes,No,Yes,Yes,Yes,No,5,No,Yes,Maybe addicted
307,James Lee,Female,50,Yes,No,Yes,Yes,No,No,No,Never,No,Yes,Yes,No,No,Yes,Yes,4,Yes,No, NOT Adicted
308,Maria Garcia,Female,25,Yes,Yes,No,No,No,No,No,Sometimes,No,Yes,Yes,No,Yes,No,No,3,Yes,No, NOT Adicted
309,Maria Garcia,Female,34,No,Yes,Yes,Yes,Yes,No,Yes,Rarely,Yes,No,No,Yes,No,Yes,No,1,No,Yes,Maybe addicted
310,James Lee,Female,61,Yes,Yes,Yes,Yes,No,No,No,Never,No,Yes,No,Yes,Yes,No,Yes,4,Yes,No,Adicted
311,Emily Martinez,Female,57,Yes,No,No,Yes,No,Yes,No,Never,No,No,No,No,No,No,Yes,1,No,No,Maybe addicted
312,Jane Smith,Male,63,Yes,No,Yes,Yes,No,Yes,Yes,Never,No,Yes,Yes,No,No,Yes,Yes,3,No,No,Adicted
313,Maria Garcia,Male,52,No,No,No,No,No,No,Yes,Often,Yes,Yes,Yes,Yes,No,No,Yes,4,No,Yes,Adicted
314,John Doe,Male,41,Yes,Yes,No,No,No,Yes,Yes,Rarely,Yes,No,Yes,No,No,No,No,2,Yes,Yes,Maybe addicted
315,James Lee,Male,54,No,No,No,No,No,Yes,No,Often,No,No,Yes,Yes,No,Yes,No,0,Yes,No, NOT Adicted
316,John Doe,Male,50,No,No,No,Yes,No,Yes,Yes,Often,Yes,No,Yes,No,Yes,No,Yes,4,Yes,No, NOT Adicted
317,Maria Garcia,Female,61,No,No,Yes,Yes,No,No,Yes,Rarely,Yes,No,No,No,No,Yes,Yes,1,No,No,Maybe addicted
318,John Doe,Male,40,Yes,No,No,No,No,No,Yes,Rarely,Yes,No,Yes,No,No,No,No,1,Yes,No,Adicted
319,James Lee,Male,31,No,No,Yes,Yes,No,No,No,Sometimes,No,No,Yes,No,No,No,No,4,No,Yes,Maybe addicted
320,John Doe,Male,49,No,Yes,Yes,No,No,Yes,Yes,Sometimes,Yes,No,No,Yes,Yes,No,Yes,3,No,Yes,Maybe addicted
321,Alex Johnson,Female,42,No,Yes,No,No,No,Yes,Yes,Never,No,No,No,No,No,No,Yes,2,No,No,Adicted
322,Jane Smith,Female,23,No,Yes,No,Yes,Yes,No,No,Often,Yes,No,Yes,No,Yes,No,Yes,5,No,No,Adicted
323,Jane Smith,Male,52,No,Yes,No,No,Yes,Yes,Yes,Rarely,Yes,Yes,No,Yes,No,Yes,No,2,Yes,Yes,Maybe addicted
324,Alex Johnson,Female,20,No,Yes,Yes,Yes,Yes,Yes,Yes,Sometimes,No,No,No,Yes,Yes,Yes,No,0,Yes,Yes, NOT Adicted
325,Emily Martinez,Female,51,Yes,No,Yes,No,No,No,No,Often,Yes,No,Yes,No,No,Yes,Yes,2,Yes,Yes,Adicted
326,James Lee,Male,39,Yes,Yes,No,Yes,Yes,Yes,Yes,Rarely,No,No,No,No,No,No,Yes,1,No,Yes, NOT Adicted
327,Jane Smith,Female,39,Yes,No,No,Yes,No,No,No,Sometimes,No,Yes,Yes,Yes,Yes,Yes,Yes,3,No,Yes, NOT Adicted
328,James Lee,Male,18,No,Yes,Yes,Yes,Yes,No,Yes,Sometimes,No,Yes,Yes,Yes,Yes,Yes,Yes,0,Yes,Yes,Adicted
329,Emily Martinez,Female,62,Yes,No,No,No,Yes,No,Yes,Never,Yes,Yes,Yes,No,Yes,No,No,0,No,Yes,Maybe addicted
330,Emily Martinez,Female,37,Yes,No,No,Yes,No,Yes,No,Often,No,No,No,No,No,No,No,4,Yes,Yes,Maybe addicted
331,Jane Smith,Female,34,No,No,No,No,Yes,Yes,Yes,Sometimes,No,Yes,No,No,Yes,No,Yes,0,Yes,Yes, NOT Adicted
332,James Lee,Male,27,No,No,Yes,Yes,No,No,No,Rarely,Yes,No,Yes,No,Yes,Yes,Yes,4,Yes,No, NOT Adicted
333,Jane Smith,Female,32,Yes,Yes,No,No,Yes,Yes,No,Never,No,No,No,No,No,No,No,5,No,No,Adicted
334,Alex Johnson,Male,42,No,No,No,No,Yes,Yes,Yes,Never,Yes,Yes,Yes,Yes,No,No,No,4,No,Yes,Maybe addicted
335,James Lee,Male,32,No,No,Yes,No,Yes,No,No,Sometimes,No,No,Yes,No,Yes,No,Yes,3,Yes,No,Adicted
336,Maria Garcia,Female,61,No,Yes,Yes,Yes,Yes,No,Yes,Often,Yes,Yes,Yes,No,Yes,No,Yes,1,No,Yes, NOT Adicted
337,Emily Martinez,Female,37,Yes,Yes,No,Yes,Yes,No,Yes,Often,No,No,No,Yes,Yes,Yes,Yes,4,Yes,Yes,Maybe addicted
338,James Lee,Male,21,Yes,No,Yes,Yes,Yes,Yes,No,Sometimes,No,Yes,No,No,No,Yes,Yes,0,No,No,Maybe addicted
339,Emily Martinez,Male,36,No,No,Yes,Yes,Yes,Yes,No,Often,Yes,No,No,Yes,No,Yes,No,3,No,Yes,Maybe addicted
340,Emily Martinez,Female,30,Yes,No,No,Yes,Yes,No,No,Often,No,No,No,No,No,No,No,3,No,No,Adicted
341,James Lee,Female,63,Yes,No,Yes,No,No,Yes,No,Often,Yes,Yes,Yes,No,Yes,Yes,Yes,0,Yes,Yes,Maybe addicted
342,James Lee,Female,44,Yes,No,Yes,No,Yes,No,Yes,Never,No,Yes,Yes,No,Yes,Yes,No,4,No,No,Adicted
343,Alex Johnson,Female,55,No,No,No,No,No,No,No,Often,Yes,Yes,No,No,No,Yes,Yes,3,Yes,No,Maybe addicted
344,Alex Johnson,Female,59,Yes,Yes,Yes,No,No,No,No,Rarely,Yes,Yes,No,Yes,Yes,Yes,No,1,Yes,No,Maybe addicted
345,Alex Johnson,Male,23,Yes,Yes,Yes,No,No,No,Yes,Rarely,No,Yes,Yes,No,No,Yes,Yes,3,No,No,Adicted
346,James Lee,Female,23,No,No,Yes,No,No,Yes,Yes,Never,Yes,Yes,Yes,No,Yes,No,No,0,No,Yes, NOT Adicted
347,Maria Garcia,Male,52,No,Yes,Yes,No,Yes,No,Yes,Sometimes,Yes,No,Yes,Yes,No,Yes,Yes,5,No,No,Maybe addicted
348,Jane Smith,Male,49,Yes,Yes,No,No,Yes,No,Yes,Rarely,Yes,No,Yes,Yes,Yes,Yes,No,5,Yes,No,Adicted
349,Alex Johnson,Male,54,Yes,No,Yes,Yes,Yes,Yes,Yes,Never,No,Yes,Yes,No,Yes,No,No,5,No,No, NOT Adicted
350,John Doe,Male,30,No,No,Yes,Yes,Yes,Yes,No,Never,No,No,Yes,Yes,No,No,No,0,No,Yes,Adicted
351,James Lee,Male,36,Yes,Yes,No,Yes,No,Yes,Yes,Often,No,Yes,Yes,Yes,Yes,Yes,Yes,5,Yes,Yes,Maybe addicted
352,James Lee,Female,63,No,Yes,No,No,No,No,No,Rarely,Yes,Yes,Yes,Yes,No,No,Yes,5,No,No, NOT Adicted
353,James Lee,Male,44,No,Yes,Yes,No,No,Yes,Yes,Sometimes,No,No,No,No,Yes,Yes,Yes,3,Yes,No, NOT Adicted
354,Emily Martinez,Male,65,No,Yes,Yes,No,No,No,No,Never,No,Yes,No,Yes,Yes,No,No,1,Yes,No, NOT Adicted
355,Emily Martinez,Male,41,No,Yes,Yes,No,Yes,No,No,Rarely,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,No,Yes,Adicted
356,James Lee,Male,40,Yes,No,No,No,Yes,Yes,No,Sometimes,No,Yes,No,No,No,No,Yes,4,Yes,No,Adicted
357,Alex Johnson,Male,33,No,Yes,Yes,Yes,No,No,Yes,Sometimes,No,Yes,Yes,No,Yes,Yes,Yes,2,No,No,Maybe addicted
358,Jane Smith,Male,56,No,No,No,No,No,Yes,No,Never,Yes,No,Yes,No,No,No,Yes,3,Yes,No,Adicted
359,Jane Smith,Male,32,Yes,No,No,No,No,No,Yes,Rarely,No,No,No,No,Yes,No,No,0,Yes,Yes,Adicted
360,Emily Martinez,Male,19,No,Yes,Yes,Yes,No,Yes,No,Never,Yes,No,Yes,Yes,No,Yes,No,3,Yes,Yes,Maybe addicted
